adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,CN,GCN,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,Valence Electrons,Beta
C,Cr12,3.640320566,top|A,A1,['Cr'],[9],"['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,291.0,7.23,1.66,6.76651,0.666,359.5,6,1.0
C,Cr12,1.070740336,hollow|A_A_A|HCP,A1,"['Cr', 'Cr', 'Cr']","[10, 11, 12]","['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,291.0,7.23,1.66,6.76651,0.666,359.5,6,1.0
C,Cr12,0.977673185,hollow|A_A_A|FCC,A1,"['Cr', 'Cr', 'Cr']","[9, 10, 11]","['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,291.0,7.23,1.66,6.76651,0.666,359.5,6,1.0
C,Cu12,5.956332468,top|A,A1,['Cu'],[9],"['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,361.49,7.11,1.9,7.72638,1.235,313.1,11,1.0
C,Cu12,4.163048937,hollow|A_A_A|HCP,A1,"['Cu', 'Cu', 'Cu']","[10, 11, 12]","['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,361.49,7.11,1.9,7.72638,1.235,313.1,11,1.0
C,Cu12,4.110073135,hollow|A_A_A|FCC,A1,"['Cu', 'Cu', 'Cu']","[9, 10, 11]","['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,361.49,7.11,1.9,7.72638,1.235,313.1,11,1.0
C,Fe12,2.313202599,hollow|A_A_A|FCC,A1,"['Fe', 'Fe', 'Fe']","[9, 10, 11]","['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,286.65,7.09,1.83,7.9024681,0.151,360.8,8,1.0
C,Hf12,4.407675196,top|A,A1,['Hf'],[9],"['Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,319.64,13.44,1.3,6.82507,0.014,655.5,4,1.0
C,Hf12,0.950402208,hollow|A_A_A|HCP,A1,"['Hf', 'Hf', 'Hf']","[10, 11, 12]","['Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,319.64,13.44,1.3,6.82507,0.014,655.5,4,1.0
C,Hf12,1.11796093,hollow|A_A_A|FCC,A1,"['Hf', 'Hf', 'Hf']","[9, 10, 11]","['Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,319.64,13.44,1.3,6.82507,0.014,655.5,4,1.0
C,Ir12,3.426523308,top|A,A1,['Ir'],[9],"['Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,383.9,8.52,2.2,8.96702,1.5638,586.0,9,1.0
C,Ir12,1.88966081,hollow|A_A_A|HCP,A1,"['Ir', 'Ir', 'Ir']","[9, 10, 12]","['Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,383.9,8.52,2.2,8.96702,1.5638,586.0,9,1.0
C,Ir12,2.244876583,hollow|A_A_A|FCC,A1,"['Ir', 'Ir', 'Ir']","[10, 11, 12]","['Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,383.9,8.52,2.2,8.96702,1.5638,586.0,9,1.0
C,La12,4.97246502,top|A,A1,['La'],[9],"['La', 'La', 'La', 'La', 'La', 'La', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,377.2,22.39,1.1,5.5769,0.47,406.2,3,1.0
C,La12,1.839902482,hollow|A_A_A|HCP,A1,"['La', 'La', 'La']","[9, 10, 11]","['La', 'La', 'La', 'La', 'La', 'La', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,377.2,22.39,1.1,5.5769,0.47,406.2,3,1.0
C,La12,2.209523281,hollow|A_A_A|FCC,A1,"['La', 'La', 'La']","[9, 10, 12]","['La', 'La', 'La', 'La', 'La', 'La', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,377.2,22.39,1.1,5.5769,0.47,406.2,3,1.0
C,Mo12,4.001872917,top|A,A1,['Mo'],[9],"['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,314.7,9.38,2.16,7.09243,0.748,636.0,6,1.0
C,Mo12,1.134830764,hollow|A_A_A|HCP,A1,"['Mo', 'Mo', 'Mo']","[10, 11, 12]","['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,314.7,9.38,2.16,7.09243,0.748,636.0,6,1.0
C,Mo12,1.083346689,hollow|A_A_A|FCC,A1,"['Mo', 'Mo', 'Mo']","[9, 10, 11]","['Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,314.7,9.38,2.16,7.09243,0.748,636.0,6,1.0
C,Nb12,4.033442748,top|A,A1,['Nb'],[9],"['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,330.04,10.83,1.6,6.75885,0.916,716.8,5,1.0
C,Nb12,0.910632907,hollow|A_A_A|HCP,A1,"['Nb', 'Nb', 'Nb']","[10, 11, 12]","['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,330.04,10.83,1.6,6.75885,0.916,716.8,5,1.0
C,Nb12,0.728154183,hollow|A_A_A|FCC,A1,"['Nb', 'Nb', 'Nb']","[9, 10, 11]","['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,330.04,10.83,1.6,6.75885,0.916,716.8,5,1.0
C,Os12,3.698386258,top|A,A1,['Os'],[9],"['Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,273.44,8.42,2.2,8.43823,1.1,661.0,8,1.0
C,Os12,1.677095004,hollow|A_A_A|HCP,A1,"['Os', 'Os', 'Os']","[9, 11, 12]","['Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,273.44,8.42,2.2,8.43823,1.1,661.0,8,1.0
C,Os12,2.301708782,hollow|A_A_A|FCC,A1,"['Os', 'Os', 'Os']","[9, 10, 11]","['Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,273.44,8.42,2.2,8.43823,1.1,661.0,8,1.0
C,Pd12,4.826180566,top|A,A1,['Pd'],[9],"['Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,389.07,8.56,2.2,8.336839,0.562,396.7,10,1.0
C,Pd12,2.504732645,hollow|A_A_A|HCP,A1,"['Pd', 'Pd', 'Pd']","[10, 11, 12]","['Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,389.07,8.56,2.2,8.336839,0.562,396.7,10,1.0
C,Pd12,2.559051602,hollow|A_A_A|FCC,A1,"['Pd', 'Pd', 'Pd']","[9, 10, 11]","['Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,389.07,8.56,2.2,8.336839,0.562,396.7,10,1.0
C,Pt12,4.140889346,top|A,A1,['Pt'],[9],"['Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,392.42,9.09,2.28,8.95883,2.128,510.0,10,1.0
C,Pt12,2.306027909,hollow|A_A_A|HCP,A1,"['Pt', 'Pt', 'Pt']","[9, 10, 12]","['Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,392.42,9.09,2.28,8.95883,2.128,510.0,10,1.0
C,Pt12,2.222465831,hollow|A_A_A|FCC,A1,"['Pt', 'Pt', 'Pt']","[10, 11, 12]","['Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,392.42,9.09,2.28,8.95883,2.128,510.0,10,1.0
C,Re12,4.02485606,top|A,A1,['Re'],[9],"['Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,276.1,8.86,1.9,7.83352,0.15,738.0,7,1.0
C,Re12,1.382594223,hollow|A_A_A|HCP,A1,"['Re', 'Re', 'Re']","[10, 11, 12]","['Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,276.1,8.86,1.9,7.83352,0.15,738.0,7,1.0
C,Re12,1.640166843,hollow|A_A_A|FCC,A1,"['Re', 'Re', 'Re']","[9, 10, 11]","['Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,276.1,8.86,1.9,7.83352,0.15,738.0,7,1.0
C,Rh12,3.724234623,top|A,A1,['Rh'],[9],"['Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,380.34,8.28,2.28,7.4589,1.137,516.7,9,1.0
C,Rh12,1.926347062,hollow|A_A_A|HCP,A1,"['Rh', 'Rh', 'Rh']","[10, 11, 12]","['Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,380.34,8.28,2.28,7.4589,1.137,516.7,9,1.0
C,Rh12,2.219680338,hollow|A_A_A|FCC,A1,"['Rh', 'Rh', 'Rh']","[9, 10, 11]","['Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,380.34,8.28,2.28,7.4589,1.137,516.7,9,1.0
C,Ru12,3.567144257,top|A,A1,['Ru'],[9],"['Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,270.59,8.17,2.2,7.3605,1.05,605.7,8,1.0
C,Ru12,1.59930963,hollow|A_A_A|HCP,A1,"['Ru', 'Ru', 'Ru']","[9, 11, 12]","['Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,270.59,8.17,2.2,7.3605,1.05,605.7,8,1.0
C,Ru12,2.166237452,hollow|A_A_A|FCC,A1,"['Ru', 'Ru', 'Ru']","[9, 10, 11]","['Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,270.59,8.17,2.2,7.3605,1.05,605.7,8,1.0
C,Sc12,4.55285514,top|A,A1,['Sc'],[9],"['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,330.9,15.0,1.36,6.56149,0.188,334.0,3,1.0
C,Sc12,1.560266056,hollow|A_A_A|HCP,A1,"['Sc', 'Sc', 'Sc']","[10, 11, 12]","['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,330.9,15.0,1.36,6.56149,0.188,334.0,3,1.0
C,Sc12,1.980335128,hollow|A_A_A|FCC,A1,"['Sc', 'Sc', 'Sc']","[9, 10, 11]","['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,330.9,15.0,1.36,6.56149,0.188,334.0,3,1.0
C,Ta12,4.260301334,top|A,A1,['Ta'],[9],"['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,330.13,10.85,1.5,7.549571,0.322,771.0,5,1.0
C,Ta12,0.752288639,hollow|A_A_A|HCP,A1,"['Ta', 'Ta', 'Ta']","[9, 10, 11]","['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,330.13,10.85,1.5,7.549571,0.322,771.0,5,1.0
C,Ta12,0.439420039,hollow|A_A_A|FCC,A1,"['Ta', 'Ta', 'Ta']","[9, 10, 12]","['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,330.13,10.85,1.5,7.549571,0.322,771.0,5,1.0
C,Tc12,3.723349165,top|A,A1,['Tc'],[9],"['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,273.5,8.63,1.9,7.11938,0.55,573.0,7,1.0
C,Tc12,1.396295019,hollow|A_A_A|HCP,A1,"['Tc', 'Tc', 'Tc']","[10, 11, 12]","['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,273.5,8.63,1.9,7.11938,0.55,573.0,7,1.0
C,Tc12,1.716465658,hollow|A_A_A|FCC,A1,"['Tc', 'Tc', 'Tc']","[9, 10, 11]","['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,273.5,8.63,1.9,7.11938,0.55,573.0,7,1.0
C,Ti12,3.803851867,top|A,A1,['Ti'],[9],"['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,295.08,10.64,1.54,6.82812,0.079,443.7,4,1.0
C,Ti12,1.288465013,hollow|A_A_A|HCP,A1,"['Ti', 'Ti', 'Ti']","[10, 11, 12]","['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,295.08,10.64,1.54,6.82812,0.079,443.7,4,1.0
C,Ti12,1.310324189,hollow|A_A_A|FCC,A1,"['Ti', 'Ti', 'Ti']","[9, 10, 11]","['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,295.08,10.64,1.54,6.82812,0.079,443.7,4,1.0
C,V12,3.602374699,top|A,A1,['V'],[9],"['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,303.0,8.32,1.63,6.746187,0.525,475.8,5,1.0
C,V12,1.008863553,hollow|A_A_A|HCP,A1,"['V', 'V', 'V']","[10, 11, 12]","['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,303.0,8.32,1.63,6.746187,0.525,475.8,5,1.0
C,V12,0.88328084,hollow|A_A_A|FCC,A1,"['V', 'V', 'V']","[9, 10, 11]","['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,303.0,8.32,1.63,6.746187,0.525,475.8,5,1.0
C,W12,4.075780532,top|A,A1,['W'],[9],"['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,316.52,9.47,2.36,7.86403,0.81626,835.0,6,1.0
C,W12,0.721671343,hollow|A_A_A|HCP,A1,"['W', 'W', 'W']","[10, 11, 12]","['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,316.52,9.47,2.36,7.86403,0.81626,835.0,6,1.0
C,W12,0.561387312,hollow|A_A_A|FCC,A1,"['W', 'W', 'W']","[9, 10, 11]","['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,316.52,9.47,2.36,7.86403,0.81626,835.0,6,1.0
C,Y12,5.033120555,top|A,A1,['Y'],[9],"['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,364.74,19.88,1.22,6.21726,0.307,391.4,3,1.0
C,Y12,1.796520869,hollow|A_A_A|HCP,A1,"['Y', 'Y', 'Y']","[10, 11, 12]","['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,364.74,19.88,1.22,6.21726,0.307,391.4,3,1.0
C,Y12,2.20871415,hollow|A_A_A|FCC,A1,"['Y', 'Y', 'Y']","[9, 10, 11]","['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,364.74,19.88,1.22,6.21726,0.307,391.4,3,1.0
C,Zn12,6.115356067,top|A,A1,['Zn'],[9],"['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,266.49,9.16,1.65,9.394197,0.0,126.35,12,1.0
C,Zn12,4.489099412,hollow|A_A_A|FCC,A1,"['Zn', 'Zn', 'Zn']","[9, 10, 11]","['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,266.49,9.16,1.65,9.394197,0.0,126.35,12,1.0
C,Zr12,4.374206827,top|A,A1,['Zr'],[9],"['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]",1,7.5,323.2,14.02,1.33,6.634126,0.426,601.0,4,1.0
C,Zr12,1.262184122,hollow|A_A_A|HCP,A1,"['Zr', 'Zr', 'Zr']","[10, 11, 12]","['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,7.5,323.2,14.02,1.33,6.634126,0.426,601.0,4,1.0
C,Zr12,1.282841508,hollow|A_A_A|FCC,A1,"['Zr', 'Zr', 'Zr']","[9, 10, 11]","['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,6.954545454545454,323.2,14.02,1.33,6.634126,0.426,601.0,4,1.0
